Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Season
28,Josep Antoni Gayá,es ESP,DF,Mallorca,21.0,2000.0,0.6,0,0,0,24.06433121019108,0.0,0.0,0.07477707006369427,0.28456,16.60828025477707,0.0,0,0,0.0,0.0,0.09420382165605096,0.0,0.0,2021-22
29,Mauro Arambarri,uy URU,MF,Getafe,25.0,1995.0,29.6,0,37,8,21.6,1.25,0.27,0.0,0.0,27.8,2.0,0,0,1.7,1.7,0.05,-1.7,-1.7,2021-22
30,Néstor Araujo,mx MEX,DF,Celta Vigo,29.0,1991.0,29.1,0,8,1,12.5,0.28,0.03,0.0,0.0,21.5,0.0,0,0,0.4,0.4,0.05,-0.4,-0.4,2021-22
31,Ronald Araújo,uy URU,DF,Barcelona,22.0,1999.0,25.2,4,18,10,55.6,0.71,0.4,0.22,0.4,12.6,0.0,0,0,1.8,1.8,0.1,2.2,2.2,2021-22
32,Jesús Areso,es ESP,DF,Osasuna,22.0,1999.0,2.1,0,0,0,24.06433121019108,0.0,0.0,0.07477707006369427,0.28456,16.60828025477707,0.0,0,0,0.0,0.0,0.09420382165605096,0.0,0.0,2021-22
33,Matias Arezo,uy URU,FWMF,Granada,18.0,2002.0,1.8,0,5,3,60.0,2.78,1.67,0.0,0.0,17.5,0.0,0,0,1.0,1.0,0.19,-1.0,-1.0,2021-22
34,Santiago Arias,co COL,DF,Granada,29.0,1992.0,4.9,1,3,1,33.3,0.61,0.2,0.33,1.0,14.6,0.0,0,0,0.6,0.6,0.21,0.4,0.4,2021-22
35,Santiago Arzamendia,py PAR,MF,Cádiz,23.0,1998.0,5.2,1,7,1,14.3,1.34,0.19,0.14,1.0,29.7,0.0,0,0,0.3,0.3,0.04,0.7,0.7,2021-22
36,Sergio Asenjo,es ESP,GK,Villarreal,32.0,1989.0,6.0,0,0,0,33.333333333333336,0.0,0.0,0.0,0.0,15.666666666666666,0.0,0,0,0.0,0.0,0.03333333333333333,0.0,0.0,2021-22
37,Alejandro Asensio,es ESP,FW,Rayo Vallecano,20.0,2000.0,0.1,0,1,1,100.0,7.5,7.5,0.0,0.0,10.1,0.0,0,0,0.0,0.0,0.04,0.0,0.0,2021-22
38,Marco Asensio,es ESP,FWMF,Real Madrid,25.0,1996.0,19.2,10,64,32,50.0,3.33,1.66,0.16,0.31,18.9,2.0,0,0,8.4,8.4,0.13,1.6,1.6,2021-22
