Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Season
17,Alexander,ar ARG,MFFW,Leganés,28,1988,11.8,2,19,5,26.3,1.61,0.42,0.05,0.2,18.2,1,1,1,2.2,1.4,0.08,-0.2,-0.4,2017-18
18,Alexis,es ESP,DF,Alavés,31,1985,24.3,1,13,3,23.1,0.54,0.12,0.08,0.33,13.7,0,0,0,1.2,1.2,0.09,-0.2,-0.2,2017-18
19,José Alonso Lara,es ESP,MF,Sevilla,17,2000,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2027-28
20,Sergio Álvarez,es ESP,GK,Celta Vigo,30,1986,16.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2017-18
21,Yeray Álvarez,es ESP,DF,Athletic Club,22,1995,7.5,0,1,0,0,0.13,0,0,,7.1,0,0,0,0.1,0.1,0.09,-0.1,-0.1,2017-18
22,Eloi Amagat,es ESP,MF,Girona,32,1985,0.2,0,2,0,0,12,0,0,,9.2,0,0,0,0.2,0.2,0.11,-0.2,-0.2,2017-18
23,Jordi Amat,es ESP,DFMF,Betis,25,1992,22.7,0,7,1,14.3,0.31,0.04,0,0,18.2,0,0,0,0.4,0.4,0.06,-0.4,-0.4,2017-18
24,Amath,sn SEN,MFFW,Getafe,21,1996,31.8,3,42,13,31,1.32,0.41,0.07,0.23,17.6,0,0,0,4.4,4.4,0.11,-1.4,-1.4,2017-18
25,Nordin Amrabat,ma MAR,FWMF,Leganés,30,1987,18,2,37,17,45.9,2.05,0.94,0.05,0.12,22.3,0,0,0,3.7,3.7,0.1,-1.7,-1.7,2017-18
26,Jon Ander Serantes,es ESP,GK,Leganés,27,1989,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2017-18
27,Florin Andone,ro ROU,FW,La Coruña,24,1993,18.2,7,54,20,37,2.97,1.1,0.13,0.35,12.4,0,0,1,11.4,10.6,0.2,-4.4,-3.6,2117-18
28,Miguel Ángel Guerrero,es ESP,FW,Leganés,27,1990,16,4,29,10,34.5,1.81,0.62,0.14,0.4,14.1,1,0,1,5.7,4.9,0.17,-1.7,-0.9,2017-18
29,José Ángel,es ESP,DF,Eibar,27,1989,27,0,15,0,0,0.56,0,0,,27.1,4,0,0,0.5,0.5,0.03,-0.5,-0.5,2017-18
30,Miguel Ángel Moyá,es ESP,GK,Real Sociedad,33,1984,8.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2017-18
31,Miguel Ángel Rubio,es ESP,DF,Getafe,19,1998,0.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2017-18
32,Vitorino Antunes,pt POR,DF,Getafe,30,1987,31.1,0,29,3,10.3,0.93,0.1,0,0,29.8,10,0,1,1.7,0.9,0.03,-1.7,-0.9,2017-18
33,Alberto Aquilani,it ITA,MF,Las Palmas,33,1984,14.4,0,12,4,33.3,0.83,0.28,0,0,23.5,1,0,0,0.7,0.7,0.06,-0.7,-0.7,2017-18
34,Mauro Arambarri,uy URU,MF,Getafe,21,1995,23.6,1,21,3,14.3,0.89,0.13,0.05,0.33,23.4,1,0,0,1.6,1.6,0.08,-0.6,-0.6,2017-18
35,Guilherme Arana,br BRA,DF,Sevilla,20,1997,2.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2017-18
36,Sergio Araujo,ar ARG,MFFW,Las Palmas,25,1992,0.4,0,2,0,0,4.62,0,0,,23,0,0,0,0.1,0.1,0.05,-0.1,-0.1,2017-18
37,Anaitz Arbilla,es ESP,DF,Eibar,30,1987,26.8,2,17,4,23.5,0.63,0.15,0.12,0.5,24.2,8,0,0,0.8,0.8,0.05,1.2,1.2,2017-18
38,José Arnaiz,es ESP,MF,Barcelona,22,1995,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2017-18
39,Alejandro Arribas,es ESP,DF,La Coruña,28,1989,3,0,2,0,0,0.67,0,0,,10.6,0,0,0,0.2,0.2,0.08,-0.2,-0.2,2017-18
40,Kepa Arrizabalaga,es ESP,GK,Athletic Club,22,1994,30,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2017-18
41,Aythami Artiles,es ESP,DF,Las Palmas,31,1986,2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2017-18
42,Sergio Asenjo,es ESP,GK,Villarreal,28,1989,23,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2017-18
43,Marco Asensio,es ESP,FWMF,Real Madrid,21,1996,20.5,6,56,22,39.3,2.73,1.07,0.11,0.27,19.2,3,0,0,4.5,4.5,0.08,1.5,1.5,2117-18
44,Iago Aspas,es ESP,FW,Celta Vigo,29,1987,32.6,22,91,40,44,2.79,1.23,0.22,0.5,16.5,6,2,3,17.3,15,0.16,4.7,5,2117-18
45,Carlos Bacca,co COL,FW,Villarreal,30,1986,27.7,15,72,33,45.8,2.6,1.19,0.19,0.42,15.6,0,1,1,14,13.2,0.18,1,0.8,2117-18
46,Cédric Bakambu,cd COD,FW,Villarreal,26,1991,14,9,30,15,50,2.14,1.07,0.27,0.53,15.1,0,1,1,5.9,5.1,0.17,3.1,2.9,2117-18
47,Zakaria Bakkali,be BEL,FWMF,La Coruña,21,1996,10.1,0,25,6,24,2.48,0.59,0,0,20.4,0,0,0,1.2,1.2,0.05,-1.2,-1.2,2017-18
48,Gareth Bale,wls WAL,FWMF,Real Madrid,28,1989,20,16,76,31,40.8,3.8,1.55,0.2,0.48,15.5,4,1,1,11.8,11,0.15,4.2,4,2117-18
49,Mikel Balenziaga,es ESP,DF,Athletic Club,29,1988,17.2,0,3,0,0,0.17,0,0,,20.6,0,0,0,0.2,0.2,0.06,-0.2,-0.2,2017-18
50,Éver Banega,ar ARG,MF,Sevilla,29,1988,26.7,3,34,10,29.4,1.28,0.38,0,0,28,4,3,3,3.8,1.4,0.04,-0.8,-1.4,2017-18
51,Léo Baptistão,br BRA,FWMF,Espanyol,24,1992,29.7,8,79,26,32.9,2.66,0.87,0.1,0.31,16,0,0,0,10.2,10.2,0.13,-2.2,-2.2,2017-18
52,Mariano Barbosa,ar ARG,GK,Villarreal,33,1984,12.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2017-18
53,Enis Bardhi,mk MKD,MF,Levante,22,1995,17.6,9,37,13,35.1,2.11,0.74,0.24,0.69,24.6,16,0,0,3.1,3.1,0.08,5.9,5.9,2017-18
54,Antonio Barragán,es ESP,DF,Betis,30,1987,26.4,0,9,4,44.4,0.34,0.15,0,0,17.7,0,0,0,0.7,0.7,0.08,-0.7,-0.7,2017-18
55,Barri,es ESP,MFFW,Getafe,21,1995,1.3,0,1,1,100,0.8,0.8,0,0,20.3,0,0,0,0.1,0.1,0.05,-0.1,-0.1,2017-18
56,Marc Bartra,es ESP,DF,Betis,26,1991,15.8,1,13,4,30.8,0.82,0.25,0.08,0.25,23.4,1,0,0,0.8,0.8,0.06,0.2,0.2,2017-18
57,Borja Bastón,es ESP,FW,Málaga,24,1992,10.9,2,25,8,32,2.28,0.73,0.04,0.13,15.6,0,1,2,5.1,3.6,0.14,-3.1,-2.6,2017-18
58,Jon Bautista,es ESP,FWMF,Real Sociedad,22,1995,2,1,7,3,42.9,3.48,1.49,0.14,0.33,11.5,0,0,0,1.3,1.3,0.18,-0.3,-0.3,2117-18
59,Paul Baysse,fr FRA,DF,Málaga,29,1988,13.8,1,11,2,18.2,0.8,0.15,0.09,0.5,13.3,0,0,0,1.1,1.1,0.1,-0.1,-0.1,2017-18
60,Claudio Beauvue,gp GLP,FW,Leganés,29,1988,18.6,2,39,9,23.1,2.1,0.48,0.05,0.22,17.3,0,0,0,4.2,4.2,0.11,-2.2,-2.2,2017-18
61,Bebé,cv CPV,MFFW,Eibar,27,1990,4.1,0,9,1,11.1,2.22,0.25,0,0,24.7,1,0,0,0.3,0.3,0.03,-0.3,-0.3,2017-18
62,Wissam Ben Yedder,fr FRA,FW,Sevilla,26,1990,18.9,9,48,25,52.1,2.54,1.32,0.19,0.36,11.7,1,0,0,12.3,12.3,0.26,-3.3,-3.3,2117-18
63,Karim Benzema,fr FRA,FW,Real Madrid,29,1987,23.9,5,61,15,24.6,2.55,0.63,0.05,0.2,13.2,0,2,2,12.8,11.2,0.19,-7.8,-8.2,2017-18
64,Markel Bergara,es ESP,MF,Getafe,31,1986,16.3,4,16,9,56.3,0.98,0.55,0.25,0.44,11.5,0,0,0,2.8,2.8,0.2,1.2,1.2,2017-18
65,Pedro Bigas,es ESP,DF,Las Palmas,26,1990,9.9,0,4,1,25,0.4,0.1,0,0,18.9,0,0,0,0.2,0.2,0.04,-0.2,-0.2,2017-18
66,Rubén Blanco,es ESP,GK,Celta Vigo,22,1995,21.6,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2017-18
67,Emmanuel Boateng,gh GHA,FW,Levante,21,1996,14.2,6,42,15,35.7,2.96,1.06,0.14,0.4,13.7,0,0,0,7.1,7.1,0.17,-1.1,-1.1,2117-18
68,Daniele Bonera,it ITA,DF,Villarreal,36,1981,13.2,0,2,0,0,0.15,0,0,,30.4,0,0,0,0.1,0.1,0.05,-0.1,-0.1,2017-18
69,Celso Borges,cr CRC,MF,La Coruña,29,1988,25.6,3,32,8,25,1.25,0.31,0.09,0.38,14.3,1,0,0,3.4,3.4,0.11,-0.4,-0.4,2017-18
70,Ryad Boudebouz,dz ALG,MFFW,Betis,27,1990,15.1,2,19,12,63.2,1.26,0.79,0.11,0.17,25.1,2,0,0,0.8,0.8,0.04,1.2,1.2,2017-18
71,Yassine Bounou,ma MAR,GK,Girona,26,1991,29.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2017-18
72,Eneko Bóveda,es ESP,DF,La Coruña,28,1988,7.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2017-18
73,Eneko Bóveda,es ESP,DF,Athletic Club,28,1988,5.8,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2017-18
74,Lucas Boyé,ar ARG,FWMF,Celta Vigo,21,1996,3.1,0,8,2,25,2.61,0.65,0,0,15.5,0,0,0,1.1,1.1,0.14,-1.1,-1.1,2017-18
75,Darko Brašanac,rs SRB,MFFW,Leganés,25,1992,13.4,2,10,5,50,0.75,0.37,0.2,0.4,15.1,0,0,0,1.6,1.6,0.16,0.4,0.4,2017-18
76,Alberto Bueno,es ESP,MFFW,Málaga,29,1988,2.5,0,5,1,20,1.99,0.4,0,0,13.3,0,0,0,1.1,1.1,0.22,-1.1,-1.1,2017-18
77,Burgui,es ESP,MFFW,Alavés,23,1993,11.5,1,15,4,26.7,1.31,0.35,0.07,0.25,22.6,1,0,0,0.7,0.7,0.05,0.3,0.3,2017-18
78,Sergio Busquets,es ESP,MF,Barcelona,29,1988,28.8,1,5,3,60,0.17,0.1,0.2,0.33,10.7,0,0,0,1,1,0.2,0,0,2017-18
79,Unai Bustinza,es ESP,DF,Leganés,25,1992,18.2,2,15,9,60,0.82,0.49,0.13,0.22,9.5,0,0,0,2.4,2.4,0.18,-0.4,-0.4,2017-18
80,Erick Cabaco,uy URU,DF,Levante,22,1995,11.6,0,2,2,100,0.17,0.17,0,0,6.3,0,0,0,0.6,0.6,0.3,-0.6,-0.6,2017-18
81,Gustavo Cabral,ar ARG,DF,Celta Vigo,31,1985,21,1,10,2,20,0.48,0.1,0.1,0.5,11.6,0,0,0,0.7,0.7,0.07,0.3,0.3,2017-18
82,Leandro Cabrera,uy URU,DF,Getafe,26,1991,8,0,2,1,50,0.25,0.12,0,0,6.9,0,0,0,0.5,0.5,0.24,-0.5,-0.5,2017-18
83,Cala,es ESP,DF,Getafe,27,1989,20,2,16,5,31.3,0.8,0.25,0.13,0.4,10.7,0,0,0,1.6,1.6,0.1,0.4,0.4,2017-18
84,Carlos Calderón,es ESP,MF,Getafe,22,1995,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2017-18
85,Jonathan Calleri,ar ARG,FW,Las Palmas,23,1993,34.5,9,94,23,24.5,2.72,0.67,0.04,0.17,15.8,0,5,5,13.5,9.6,0.1,-4.5,-5.6,2017-18
86,Víctor Camarasa,es ESP,MF,Betis,23,1994,13.9,1,21,4,19,1.51,0.29,0.05,0.25,22.2,1,0,0,1.4,1.4,0.07,-0.4,-0.4,2017-18
87,José Campaña,es ESP,MF,Levante,24,1993,30.4,1,22,8,36.4,0.72,0.26,0.05,0.13,23.7,1,0,0,1.4,1.4,0.06,-0.4,-0.4,2017-18
88,Joel Campbell,cr CRC,MFFW,Betis,25,1992,2.4,2,7,4,57.1,2.94,1.68,0.29,0.5,18.9,0,0,0,1.1,1.1,0.16,0.9,0.9,2117-18
89,Sergio Canales,es ESP,MFFW,Real Sociedad,26,1991,21.4,4,66,15,22.7,3.08,0.7,0.06,0.27,24.8,6,0,0,3.4,3.4,0.05,0.6,0.6,2017-18
90,João Cancelo,pt POR,MF,Valencia,23,1994,1,0,4,2,50,4,2,0,0,11.8,0,0,0,0.3,0.3,0.08,-0.3,-0.3,2217-18
91,Ander Capa,es ESP,DF,Eibar,25,1992,25,0,6,1,16.7,0.24,0.04,0,0,20.6,0,0,0,0.2,0.2,0.04,-0.2,-0.2,2017-18
92,Lionel Carole,fr FRA,DF,Sevilla,26,1991,6,0,3,1,33.3,0.5,0.17,0,0,27.9,0,0,0,0.3,0.3,0.09,-0.3,-0.3,2017-18
93,Yannick Carrasco,be BEL,MFFW,Atlético Madrid,23,1993,10,3,26,8,30.8,2.6,0.8,0.12,0.38,20.6,0,0,0,2.3,2.3,0.09,0.7,0.7,2017-18
94,Daniel Carriço,pt POR,DF,Sevilla,28,1988,5.1,0,2,0,0,0.39,0,0,,12.9,0,0,0,0.1,0.1,0.07,-0.1,-0.1,2017-18
95,Federico Cartabia,ar ARG,FWMF,La Coruña,24,1993,14.7,2,32,9,28.1,2.18,0.61,0.06,0.22,23.1,3,0,0,1.7,1.7,0.05,0.3,0.3,2017-18
96,Dani Carvajal,es ESP,DF,Real Madrid,25,1992,24.7,0,13,6,46.2,0.53,0.24,0,0,20.8,0,0,0,1,1,0.07,-1,-1,2017-18
97,Casemiro,br BRA,MF,Real Madrid,25,1992,28.8,5,32,12,37.5,1.11,0.42,0.16,0.42,23.2,2,0,0,3.3,3.3,0.1,1.7,1.7,2017-18
98,Kiko Casilla,es ESP,GK,Real Madrid,30,1986,10,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2017-18
99,Dani Castellano,es ESP,DF,Las Palmas,29,1987,22.5,0,4,0,0,0.18,0,0,,24.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,2017-18
100,Javi Castellano,es ESP,MF,Las Palmas,29,1987,17.4,0,4,2,50,0.23,0.11,0,0,30.2,0,0,0,0.1,0.1,0.02,-0.1,-0.1,2017-18
101,Samu Castillejo,es ESP,MFFW,Villarreal,22,1995,23,6,57,19,33.3,2.47,0.82,0.11,0.32,20.6,2,0,0,4.5,4.5,0.08,1.5,1.5,2017-18
102,Chory Castro,uy URU,MFFW,Málaga,32,1984,22.9,4,31,8,25.8,1.35,0.35,0.1,0.38,19.4,2,1,1,3.4,2.4,0.08,0.6,0.6,2017-18
103,Jonny Castro,es ESP,DF,Celta Vigo,23,1994,35.6,2,15,4,26.7,0.42,0.11,0.13,0.5,20,0,0,0,1.8,1.8,0.12,0.2,0.2,2017-18
104,Rubén Castro,es ESP,FW,Betis,36,1981,4,1,8,4,50,2.01,1,0,0,17.7,0,1,1,1.8,1.1,0.14,-0.8,-1.1,2117-18
105,Dani Ceballos,es ESP,MF,Real Madrid,20,1996,4.5,2,7,4,57.1,1.57,0.9,0.29,0.5,21.6,0,0,0,0.4,0.4,0.06,1.6,1.6,2017-18
106,Emanuel Cecchini,ar ARG,MFDF,Málaga,20,1996,0.3,0,1,0,0,3,0,0,,34.4,0,0,0,0,0,0.03,0,0,2017-18
107,Nereo Champagne,ar ARG,GK,Leganés,32,1985,2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2017-18
108,Charles,br BRA,FW,Eibar,33,1984,17.6,8,44,15,34.1,2.5,0.85,0.16,0.47,14.5,0,1,1,8.1,7.3,0.17,-0.1,-0.3,2017-18
109,Chema,es ESP,DF,Levante,25,1992,22.4,1,7,3,42.9,0.31,0.13,0.14,0.33,14.3,0,0,0,0.5,0.5,0.08,0.5,0.5,2017-18
110,Denis Cheryshev,ru RUS,MFFW,Villarreal,26,1990,10.3,2,29,9,31,2.82,0.87,0.07,0.22,18.1,0,0,0,5.1,5.1,0.17,-3.1,-3.1,2017-18
111,Leandro Chichizola,ar ARG,GK,Las Palmas,27,1990,27,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2017-18
112,Chuca,es ESP,MF,Villarreal,20,1997,1,0,3,0,0,3.07,0,0,,27.3,1,0,0,0.1,0.1,0.03,-0.1,-0.1,2017-18
113,Cifu,es ESP,DF,Málaga,26,1990,1.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2017-18
114,Jasper Cillessen,nl NED,GK,Barcelona,28,1989,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2017-18
115,Coke,es ESP,DF,Levante,30,1987,15.4,3,11,5,45.5,0.72,0.33,0.27,0.6,17.1,0,0,0,1.9,1.9,0.17,1.1,1.1,2017-18
116,Emre Çolak,tr TUR,MF,La Coruña,26,1991,16.1,1,17,8,47.1,1.06,0.5,0.06,0.13,22.5,0,0,0,1.2,1.2,0.07,-0.2,-0.2,2017-18
117,Francis Coquelin,fr FRA,MFDF,Valencia,26,1991,7.3,1,4,3,75,0.55,0.41,0.25,0.33,16.7,0,0,0,0.3,0.3,0.07,0.7,0.7,2017-18
118,Sébastien Corchia,fr FRA,DF,Sevilla,26,1990,9.1,0,5,3,60,0.55,0.33,0,0,15,1,0,0,0.3,0.3,0.06,-0.3,-0.3,2017-18
119,Iñigo Córdoba,es ESP,FW,Athletic Club,20,1997,16.2,1,18,4,22.2,1.11,0.25,0.06,0.25,20.2,0,0,0,1.5,1.5,0.08,-0.5,-0.5,2017-18
120,Ángel Correa,ar ARG,MFFW,Atlético Madrid,22,1995,25,8,47,26,55.3,1.88,1.04,0.17,0.31,18.2,0,0,0,5.9,5.9,0.13,2.1,2.1,2117-18
121,Joaquín Correa,ar ARG,FW,Sevilla,22,1994,13.3,1,24,5,20.8,1.81,0.38,0.04,0.2,14.2,0,0,0,2.4,2.4,0.1,-1.4,-1.4,2017-18
122,Diego Costa,es ESP,FW,Atlético Madrid,28,1988,11.6,3,25,10,40,2.16,0.86,0.12,0.3,14.9,0,0,0,3.6,3.6,0.14,-0.6,-0.6,2017-18
123,Jaume Costa,es ESP,DF,Villarreal,29,1988,28.2,0,12,3,25,0.43,0.11,0,0,22.4,0,0,0,0.5,0.5,0.04,-0.5,-0.5,2017-18
124,Philippe Coutinho,br BRA,MFFW,Barcelona,25,1992,14.4,8,37,20,54.1,2.57,1.39,0.22,0.4,21.2,0,0,0,3.6,3.6,0.1,4.4,4.4,2117-18
125,Juan Cruz,es ESP,FW,Málaga,17,2000,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2027-28
126,Iván Cuéllar,es ESP,GK,Leganés,33,1984,35,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2017-18
127,Sergi Darder,es ESP,MF,Espanyol,23,1993,30.9,1,29,8,27.6,0.94,0.26,0.03,0.13,25.8,2,0,0,1.1,1.1,0.04,-0.1,-0.1,2017-18
128,Salem Al-Dawsari,sa KSA,MF,Villarreal,25,1991,0.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2017-18
129,Ousmane Dembélé,fr FRA,FWMF,Barcelona,20,1997,10.3,3,20,10,50,1.95,0.97,0.15,0.3,18.8,0,0,0,2.1,2.1,0.1,0.9,0.9,2017-18
130,Ermedin Demirović,ba BIH,FW,Alavés,19,1998,2,1,6,3,50,2.97,1.48,0.17,0.33,12.7,0,0,0,1.7,1.7,0.29,-0.7,-0.7,2117-18
131,Gerard Deulofeu,es ESP,MFFW,Barcelona,23,1994,5.6,1,8,4,50,1.43,0.72,0.13,0.25,13.5,0,0,0,1.2,1.2,0.16,-0.2,-0.2,2017-18
132,Adrián Diéguez,es ESP,DF,Alavés,21,1996,4.8,0,3,0,0,0.62,0,0,,25.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,2017-18
133,Lucas Digne,fr FRA,DF,Barcelona,24,1993,7.8,0,2,1,50,0.26,0.13,0,0,15.4,0,0,0,0.3,0.3,0.14,-0.3,-0.3,2017-18
134,Papakouli Diop,sn SEN,MF,Espanyol,31,1986,2.9,0,1,0,0,0.34,0,0,,24.5,0,0,0,0,0,0.03,0,0,2017-18
135,Papakouli Diop,sn SEN,MF,Eibar,31,1986,10.4,0,14,1,7.1,1.34,0.1,0,0,16.3,0,0,0,1,1,0.07,-1,-1,2017-18
136,Djené,tg TOG,DF,Getafe,25,1991,36,1,11,2,18.2,0.31,0.06,0.09,0.5,15.3,0,0,0,0.7,0.7,0.07,0.3,0.3,2017-18
137,Marko Dmitrović,rs SRB,GK,Eibar,25,1992,36,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2017-18
138,Jaume Doménech,es ESP,GK,Valencia,26,1990,5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2017-18
139,Mauro dos Santos,ar ARG,DF,Leganés,28,1989,10.9,0,1,1,100,0.09,0.09,0,0,9.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1,2017-18
140,Cheick Doukouré,ci CIV,MF,Levante,24,1992,11.4,1,19,1,5.3,1.67,0.09,0.05,1,20.1,0,0,0,1.1,1.1,0.06,-0.1,-0.1,2017-18
141,Óscar Duarte,cr CRC,DF,Espanyol,28,1989,11,0,3,0,0,0.27,0,0,,10,0,0,0,0.6,0.6,0.19,-0.6,-0.6,2017-18
142,Rubén Duarte,es ESP,DF,Alavés,21,1995,23.8,0,8,0,0,0.34,0,0,,22.7,0,0,0,0.8,0.8,0.1,-0.8,-0.8,2017-18
143,Riza Durmisi,dk DEN,DF,Betis,23,1994,23.1,2,18,6,33.3,0.78,0.26,0.11,0.33,20.9,2,0,0,1.9,1.9,0.1,0.1,0.1,2017-18
144,Hugo Duro,es ESP,FW,Getafe,17,1999,0.2,0,1,1,100,4.74,4.74,0,0,14,0,0,0,0.3,0.3,0.26,-0.3,-0.3,2417-18
145,Aritz Elustondo,es ESP,DF,Real Sociedad,23,1994,17.7,3,11,5,45.5,0.62,0.28,0.27,0.6,17.5,0,0,0,1.3,1.3,0.11,1.7,1.7,2017-18
146,Rodrigo Ely,br BRA,DF,Alavés,23,1993,29.9,1,18,4,22.2,0.6,0.13,0.06,0.25,13.3,0,0,0,1.2,1.2,0.07,-0.2,-0.2,2017-18
147,Youssef En-Nesyri,ma MAR,FW,Málaga,20,1997,17.7,4,47,13,27.7,2.65,0.73,0.09,0.31,16.2,0,0,1,5.2,4.4,0.09,-1.2,-0.4,2017-18
148,Sergi Enrich,es ESP,FW,Eibar,27,1990,14.8,3,32,11,34.4,2.17,0.74,0.09,0.27,16,0,0,0,3.1,3.1,0.1,-0.1,-0.1,2017-18
149,Javier Eraso,es ESP,MFFW,Leganés,27,1990,28.1,4,32,13,40.6,1.14,0.46,0.13,0.31,16.5,0,0,0,4.3,4.3,0.14,-0.3,-0.3,2017-18
150,Gonzalo Escalante,ar ARG,MF,Eibar,24,1993,17.4,1,25,5,20,1.44,0.29,0.04,0.2,18.2,0,0,0,1.3,1.3,0.05,-0.3,-0.3,2017-18
151,Sergio Escudero,es ESP,DF,Sevilla,27,1989,25.9,0,19,4,21.1,0.73,0.15,0,0,22.8,2,0,0,1,1,0.05,-1,-1,2017-18
152,Bernardo Espinosa,co COL,DF,Girona,28,1989,31.9,0,26,4,15.4,0.82,0.13,0,0,11.8,0,0,0,2.7,2.7,0.1,-2.7,-2.7,2017-18
153,Oghenekaro Etebo,ng NGA,MF,Las Palmas,21,1995,13.5,0,20,3,15,1.48,0.22,0,0,30.3,1,0,0,0.6,0.6,0.03,-0.6,-0.6,2017-18
154,Beñat Etxebarria,es ESP,MF,Athletic Club,30,1987,12.4,0,13,3,23.1,1.04,0.24,0,0,28.6,6,0,0,0.5,0.5,0.04,-0.5,-0.5,2017-18
155,Xabier Etxeita,es ESP,DF,Athletic Club,29,1987,4.2,1,4,1,25,0.96,0.24,0.25,1,9.6,0,0,0,0.4,0.4,0.1,0.6,0.6,2017-18
156,Edu Expósito,es ESP,MFFW,La Coruña,20,1996,1.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2017-18
