Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Season
164,Carlos Fernández,es ESP,FW,Sevilla,20,1996,1,1,3,2,66.7,3.03,2.02,0.33,0.5,,,0,0,,,,,,2016-17
165,Mario Fernández,es ESP,GK,Osasuna,28,1988,6.5,0,0,0,,0,0,,,,,0,0,,,,,,2016-17
166,Pablo Fernández,es ESP,MF,Sporting Gijón,19,1996,0.2,0,1,0,0,4.09,0,0,,,,0,0,,,,,,2016-17
167,Javier Flaño,es ESP,DF,Osasuna,31,1984,1.5,0,1,0,0,0.69,0,0,,,,0,0,,,,,,2016-17
168,Miguel Flaño,es ESP,DF,Osasuna,31,1984,11.5,1,6,2,33.3,0.52,0.17,0.17,0.5,,,0,0,,,,,,2016-17
169,Andreu Fontàs,es ESP,DF,Celta Vigo,26,1989,16.2,1,3,1,33.3,0.18,0.06,0.33,1,,,0,0,,,,,,2016-17
170,Pablo Fornals,es ESP,MF,Málaga,20,1996,29.6,6,41,10,24.4,1.38,0.34,0.15,0.6,,,0,0,,,,,,2016-17
171,Dimitri Foulquier,fr FRA,DF,Granada,23,1993,20.8,0,3,0,0,0.14,0,0,,,,0,0,,,,,,2016-17
172,Javi Fuego,es ESP,MF,Espanyol,32,1984,28.5,1,10,3,30,0.35,0.11,0.1,0.33,,,0,0,,,,,,2016-17
173,Gabi,es ESP,MF,Atlético Madrid,33,1983,32.1,0,25,5,20,0.78,0.16,0,0,,,0,1,,,,,,2016-17
174,Gabriel,br BRA,MFFW,Leganés,22,1993,30.5,5,56,18,32.1,1.84,0.59,0.09,0.28,,,0,0,,,,,,2016-17
175,Nicolás Gaitán,ar ARG,MF,Atlético Madrid,28,1988,11.4,3,10,7,70,0.88,0.61,0.3,0.43,,,0,0,,,,,,2016-17
176,Álex Gálvez,es ESP,DF,Eibar,27,1989,14.8,0,5,2,40,0.34,0.14,0,0,,,0,0,,,,,,2016-17
177,Bruno Gama,pt POR,MF,La Coruña,28,1987,16,0,27,7,25.9,1.69,0.44,0,0,,,0,0,,,,,,2016-17
178,Kévin Gameiro,fr FRA,FW,Atlético Madrid,29,1987,19,12,50,23,46,2.64,1.21,0.22,0.48,,,1,1,,,,,,2016-17
179,Ganso,br BRA,MF,Sevilla,26,1989,5.4,2,11,6,54.5,2.04,1.11,0.18,0.33,,,0,0,,,,,,2016-17
180,Ezequiel Garay,ar ARG,DF,Valencia,29,1986,26,4,12,7,58.3,0.46,0.27,0.33,0.57,,,0,0,,,,,,2016-17
181,Dani García,es ESP,MF,Eibar,26,1990,35.4,1,20,3,15,0.57,0.08,0.05,0.33,,,0,0,,,,,,2016-17
182,David García,es ESP,DF,Las Palmas,34,1982,18.3,1,11,4,36.4,0.6,0.22,0.09,0.25,,,0,0,,,,,,2016-17
183,David García,es ESP,DF,Osasuna,22,1994,24.3,1,9,4,44.4,0.37,0.16,0.11,0.25,,,0,0,,,,,,2016-17
184,Imanol García,es ESP,MFDF,Osasuna,20,1995,5.8,0,5,0,0,0.86,0,0,,,,0,0,,,,,,2016-17
185,Manu García,es ESP,MF,Alavés,30,1986,22.3,3,25,7,28,1.12,0.31,0.08,0.29,,,1,1,,,,,,2016-17
186,Mateo García,ar ARG,FWMF,Las Palmas,19,1996,8,2,8,3,37.5,0.99,0.37,0.25,0.67,,,0,0,,,,,,2016-17
187,Raúl García,es ESP,MF,Athletic Club,30,1986,31.9,10,96,40,41.7,3.01,1.25,0.07,0.18,,,3,3,,,,,,2016-17
188,Raúl García,es ESP,DF,Alavés,27,1989,14.1,0,3,0,0,0.21,0,0,,,,0,0,,,,,,2016-17
189,Samu García,es ESP,MF,Leganés,26,1990,5.9,0,8,1,12.5,1.36,0.17,0,0,,,0,0,,,,,,2016-17
190,Unai García,es ESP,DF,Osasuna,24,1992,20.8,0,9,0,0,0.43,0,0,,,,0,0,,,,,,2016-17
191,Mario Gaspar,es ESP,DF,Villarreal,25,1990,36,0,33,12,36.4,0.92,0.33,0,0,,,0,0,,,,,,2016-17
192,Jon Gaztañaga,es ESP,DFMF,Real Sociedad,25,1991,0.3,0,1,0,0,3.46,0,0,,,,0,0,,,,,,2016-17
193,Carles Gil,es ESP,MF,La Coruña,23,1992,15.6,1,17,6,35.3,1.09,0.38,0.06,0.17,,,0,0,,,,,,2016-17
