Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Season
451,Víctor Ruiz,es ESP,DF,Villarreal,29,1989,21.9,0,8,1,12.5,0.36,0.05,0,0,10.5,0,0,0,0.5,0.5,0.07,-0.5,-0.5,2018-19
452,Gerónimo Rulli,ar ARG,GK,Real Sociedad,26,1992,27,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2018-19
453,Samuel Sáiz,es ESP,MF,Getafe,27,1991,3.4,1,7,4,57.1,2.07,1.18,0.14,0.25,24.5,2,0,0,0.3,0.3,0.04,0.7,0.7,2018-19
454,Mikel San José,es ESP,MF,Athletic Club,29,1989,19.3,0,12,3,25,0.62,0.16,0,0,18.4,0,0,0,1,1,0.08,-1,-1,2018-19
455,Antonio Sanabria,py PAR,FW,Betis,22,1996,9,2,16,1,6.3,1.78,0.11,0.06,1,12.1,1,1,1,3.3,2.5,0.16,-1.3,-1.5,2018-19
456,Javi Sánchez,es ESP,DF,Real Madrid,21,1997,0.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2018-19
457,Víctor Sánchez,es ESP,MF,Espanyol,30,1987,14.1,0,12,2,16.7,0.85,0.14,0,0,22.1,0,0,0,0.5,0.5,0.04,-0.5,-0.5,2018-19
458,Luca Sangalli,es ESP,MFFW,Real Sociedad,23,1995,11.1,1,11,5,45.5,0.99,0.45,0.09,0.2,19,0,0,0,1.5,1.5,0.14,-0.5,-0.5,2018-19
459,Nicola Sansone,it ITA,FWMF,Villarreal,26,1991,0.4,1,1,1,100,2.43,2.43,1,1,25.3,0,0,0,0,0,0.03,1,1,2018-19
460,Roberto Santamaría,es ESP,GK,Huesca,33,1985,20,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2018-19
461,Michael Santos,uy URU,FWMF,Leganés,25,1993,6.2,1,18,5,27.8,2.91,0.81,0.06,0.2,12.6,0,0,0,2.1,2.1,0.12,-1.1,-1.1,2018-19
462,Pablo Sarabia,es ESP,MFFW,Sevilla,26,1992,30.3,12,74,30,40.5,2.44,0.99,0.15,0.37,17.1,2,1,1,12,11.3,0.15,0,-0.3,2018-19
463,Lluís Sastre,es ESP,MF,Huesca,32,1986,1.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2018-19
464,Stefan Savić,me MNE,DF,Atlético Madrid,27,1991,15.5,0,7,0,0,0.45,0,0,,9,0,0,0,0.7,0.7,0.1,-0.7,-0.7,2018-19
465,Alfa Semedo,gw GNB,MF,Espanyol,20,1997,0.5,0,2,0,0,4,0,0,,26.5,0,0,0,0,0,0.02,0,0,2018-19
466,Nélson Semedo,pt POR,DF,Barcelona,24,1993,17.8,1,6,2,33.3,0.34,0.11,0.17,0.5,17.1,0,0,0,0.3,0.3,0.05,0.7,0.7,2018-19
467,Rúben Semedo,pt POR,DF,Huesca,24,1994,9.4,0,6,0,0,0.64,0,0,,10.1,0,0,0,0.6,0.6,0.1,-0.6,-0.6,2018-19
468,Paik Seung-ho,kr KOR,FWMF,Girona,21,1997,0.7,0,1,0,0,1.5,0,0,,15.5,0,0,0,0.1,0.1,0.05,-0.1,-0.1,2018-19
469,Gaku Shibasaki,jp JPN,MFFW,Getafe,26,1992,4.3,0,6,1,16.7,1.39,0.23,0,0,24.4,0,0,0,0.2,0.2,0.03,-0.2,-0.2,2018-19
470,Sidnei,br BRA,DF,Betis,28,1989,19.4,1,9,2,22.2,0.46,0.1,0.11,0.5,13.4,0,0,0,1.1,1.1,0.12,-0.1,-0.1,2018-19
471,André Silva,pt POR,FW,Sevilla,22,1995,24,9,63,26,41.3,2.63,1.08,0.14,0.35,13.2,0,0,0,10.3,10.3,0.16,-1.3,-1.3,2018-19
472,Jonathan Silva,ar ARG,DFFW,Leganés,24,1994,30,3,23,8,34.8,0.77,0.27,0.13,0.38,18.2,0,0,0,1.6,1.6,0.07,1.4,1.4,2018-19
473,Moses Simon,ng NGA,DFMF,Levante,23,1995,8.7,1,15,5,33.3,1.72,0.57,0.07,0.2,18.3,0,0,0,1.3,1.3,0.09,-0.3,-0.3,2018-19
474,Unai Simón,es ESP,GK,Athletic Club,21,1997,7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2018-19
475,Dimitris Siovas,gr GRE,DF,Leganés,29,1988,32.9,1,21,3,14.3,0.64,0.09,0.05,0.33,14.5,0,0,0,1.9,1.9,0.09,-0.9,-0.9,2018-19
476,Pione Sisto,dk DEN,FWMF,Celta Vigo,23,1995,9.4,2,18,8,44.4,1.92,0.85,0.11,0.25,22.7,2,0,0,0.9,0.9,0.05,1.1,1.1,2018-19
477,Antonio Sivera,es ESP,GK,Alavés,21,1996,3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2018-19
478,Rubén Sobrino,es ESP,FWMF,Alavés,26,1992,10.7,3,20,6,30,1.87,0.56,0.15,0.5,16,0,0,0,1.9,1.9,0.09,1.1,1.1,2018-19
479,Rubén Sobrino,es ESP,FWMF,Valencia,26,1992,2.1,0,3,0,0,1.4,0,0,,11.7,0,0,0,0.5,0.5,0.18,-0.5,-0.5,2018-19
480,Alex Sola,es ESP,DF,Real Sociedad,19,1999,1,0,2,1,50,2,1,0,0,22.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1,2018-19
481,Andrés Solano,co COL,DF,Atlético Madrid,20,1998,0.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2018-19
482,Carlos Soler,es ESP,MF,Valencia,21,1997,27.3,2,41,14,34.1,1.5,0.51,0.05,0.14,19.2,0,0,0,4.1,4.1,0.1,-2.1,-2.1,2018-19
483,Kévin Soni,cm CMR,FWDF,Girona,20,1998,0.9,0,5,1,20,5.49,1.1,0,0,20.8,0,0,0,0.2,0.2,0.04,-0.2,-0.2,2018-19
484,David Soria,es ESP,GK,Getafe,25,1993,37,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2018-19
485,Juan Soriano,es ESP,GK,Sevilla,20,1997,4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2018-19
486,Cristhian Stuani,uy URU,FW,Girona,31,1986,30.3,19,72,34,47.2,2.37,1.12,0.19,0.41,12,0,5,5,14.1,10.4,0.15,4.9,3.6,2018-19
487,Damián Suárez,uy URU,DF,Getafe,30,1988,36,0,15,1,6.7,0.42,0.03,0,0,29.3,4,0,0,0.5,0.5,0.03,-0.5,-0.5,2018-19
488,Denis Suárez,es ESP,MFDF,Barcelona,24,1994,0.2,0,1,1,100,4.74,4.74,0,0,10.9,0,0,0,0.4,0.4,0.38,-0.4,-0.4,2018-19
489,Leonardo Suárez,ar ARG,FWMF,Valladolid,22,1996,5.7,2,10,3,30,1.74,0.52,0.2,0.67,19,0,0,0,1.3,1.3,0.13,0.7,0.7,2018-19
490,Luis Suárez,uy URU,FW,Barcelona,31,1987,31.4,21,108,54,50,3.44,1.72,0.16,0.31,15.8,6,4,4,23.1,20,0.18,-2.1,-3,2018-19
491,Mario Suárez,es ESP,MF,Rayo Vallecano,31,1987,11.4,2,18,4,22.2,1.58,0.35,0.11,0.5,15.9,0,0,0,1.1,1.1,0.06,0.9,0.9,2018-19
492,Markel Susaeta,es ESP,FWMF,Athletic Club,30,1987,15.3,1,15,6,40,0.98,0.39,0.07,0.17,19.6,1,0,0,0.7,0.7,0.05,0.3,0.3,2018-19
493,Rodrigo Tarín,es ESP,DF,Leganés,22,1996,15.9,0,4,0,0,0.25,0,0,,10,0,0,0,0.3,0.3,0.08,-0.3,-0.3,2018-19
494,Cristian Tello,es ESP,DFFW,Betis,26,1991,17.5,4,36,17,47.2,2.06,0.97,0.11,0.24,17.7,6,0,0,2.9,2.9,0.08,1.1,1.1,2018-19
495,Marc-André ter Stegen,de GER,GK,Barcelona,26,1992,35,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2018-19
496,David Timor,es ESP,MF,Girona,28,1989,1.8,0,2,0,0,1.1,0,0,,34.3,0,0,0,0,0,0.02,0,0,2018-19
497,Tito,es ESP,DF,Rayo Vallecano,33,1985,12.2,0,1,1,100,0.08,0.08,0,0,13,0,0,0,0,0,0.05,0,0,2018-19
498,Jean-Clair Todibo,fr FRA,DF,Barcelona,18,1999,1.7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2018-19
499,Karl Toko Ekambi,cm CMR,FWMF,Villarreal,25,1992,23.8,10,58,32,55.2,2.43,1.34,0.17,0.31,14.8,0,0,1,10.6,10,0.17,-0.6,0,2018-19
500,Raúl de Tomás,es ESP,FW,Rayo Vallecano,23,1994,31.3,14,115,47,40.9,3.68,1.5,0.12,0.3,18,8,0,0,15.6,15.6,0.14,-1.6,-1.6,2018-19
501,Toño,es ESP,DFFW,Levante,28,1989,19.6,1,14,4,28.6,0.71,0.2,0.07,0.25,25.2,1,0,0,1.3,1.3,0.09,-0.3,-0.3,2018-19
502,Daniel Torres,co COL,MF,Alavés,28,1989,0.8,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2018-19
503,Ferrán Torres,es ESP,MF,Valencia,18,2000,9.4,2,16,6,37.5,1.69,0.64,0.13,0.33,15.6,0,0,0,1.5,1.5,0.09,0.5,0.5,2018-19
504,Óscar Trejo,ar ARG,MFFW,Rayo Vallecano,30,1988,19.6,1,19,5,26.3,0.97,0.26,0,0,16.6,0,1,1,3.3,2.5,0.13,-2.3,-2.5,2018-19
505,Manu Trigueros,es ESP,MF,Villarreal,26,1991,17.2,0,18,1,5.6,1.05,0.06,0,0,25.5,1,0,0,1,1,0.06,-1,-1,2018-19
506,Patrick Twumasi,gh GHA,MFFW,Alavés,24,1994,1.9,0,3,2,66.7,1.59,1.06,0,0,17.4,0,0,0,0.1,0.1,0.05,-0.1,-0.1,2018-19
507,Samuel Umtiti,fr FRA,DF,Barcelona,24,1993,13.2,0,2,0,0,0.15,0,0,,11.4,0,0,0,0.2,0.2,0.08,-0.2,-0.2,2018-19
508,Enes Ünal,tr TUR,FW,Valladolid,21,1997,23.9,6,50,13,26,2.09,0.54,0.06,0.23,16.2,1,3,3,7.9,5.6,0.11,-1.9,-2.6,2018-19
509,Tomáš Vaclík,cz CZE,GK,Sevilla,29,1989,33,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2018-19
510,Valery,es ESP,DFFW,Girona,18,1999,9.9,0,2,1,50,0.2,0.1,0,0,17.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1,2018-19
511,Jesús Vallejo,es ESP,DF,Real Madrid,21,1997,3.5,1,1,1,100,0.29,0.29,1,1,3.6,0,0,0,0.7,0.7,0.68,0.3,0.3,2018-19
512,Federico Valverde,uy URU,MF,Real Madrid,20,1998,7.3,0,7,1,14.3,0.96,0.14,0,0,24.9,0,0,0,0.3,0.3,0.04,-0.3,-0.3,2018-19
513,Raphaël Varane,fr FRA,DF,Real Madrid,25,1993,30.6,2,19,4,21.1,0.62,0.13,0.11,0.5,10.1,0,0,0,2.1,2.1,0.11,-0.1,-0.1,2018-19
514,Franco Vázquez,ar ARG,MF,Sevilla,29,1989,25.3,3,45,8,17.8,1.78,0.32,0.07,0.38,18.1,0,0,0,4.1,4.1,0.09,-1.1,-1.1,2018-19
515,Kevin Vázquez,es ESP,DF,Celta Vigo,25,1993,2.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2018-19
516,Lucas Vázquez,es ESP,FWMF,Real Madrid,27,1991,16.8,1,24,11,45.8,1.43,0.66,0.04,0.09,16.3,0,0,0,2.6,2.6,0.11,-1.6,-1.6,2018-19
517,Koke Vegas,es ESP,GK,Levante,22,1995,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2018-19
518,Emiliano Velázquez,uy URU,DF,Rayo Vallecano,24,1994,14.2,0,8,3,37.5,0.56,0.21,0,0,8.5,0,0,0,1,1,0.13,-1,-1,2018-19
519,Daniele Verde,it ITA,MFFW,Valladolid,22,1996,7.3,2,23,8,34.8,3.15,1.1,0.04,0.13,26.6,6,1,1,1.6,0.8,0.04,0.4,0.2,2018-19
520,Thomas Vermaelen,be BEL,DF,Barcelona,32,1985,6.5,0,2,0,0,0.31,0,0,,13.3,0,0,0,0.1,0.1,0.06,-0.1,-0.1,2018-19
521,Mikel Vesga,es ESP,MF,Leganés,25,1993,23,1,13,3,23.1,0.57,0.13,0.08,0.33,17.2,0,0,0,0.8,0.8,0.06,0.2,0.2,2018-19
522,Rúben Vezo,pt POR,DF,Levante,24,1994,14.9,2,7,3,42.9,0.47,0.2,0.29,0.67,11.7,0,0,0,0.7,0.7,0.1,1.3,1.3,2018-19
523,Rúben Vezo,pt POR,DF,Valencia,24,1994,2.2,0,2,0,0,0.92,0,0,,20.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1,2018-19
524,Aleix Vidal,es ESP,DFMF,Sevilla,28,1989,5.9,0,8,5,62.5,1.36,0.85,0,0,15.8,0,0,0,0.4,0.4,0.06,-0.4,-0.4,2018-19
525,Arturo Vidal,cl CHI,MF,Barcelona,31,1987,21.4,3,24,9,37.5,1.12,0.42,0.13,0.33,15.1,0,0,0,3.4,3.4,0.14,-0.4,-0.4,2018-19
526,Carlos Vigaray,es ESP,DF,Alavés,23,1994,7.2,0,1,0,0,0.14,0,0,,27.7,0,0,0,0,0,0.02,0,0,2018-19
527,Dídac Vilà,es ESP,DF,Espanyol,29,1989,26.2,0,25,8,32,0.96,0.31,0,0,17.4,0,0,0,1.9,1.9,0.08,-1.9,-1.9,2018-19
528,Toni Villa,es ESP,MFFW,Valladolid,23,1995,19.6,2,35,14,40,1.79,0.72,0.06,0.14,23.4,1,0,0,1.9,1.9,0.06,0.1,0.1,2018-19
529,Vitolo,es ESP,MFFW,Atlético Madrid,28,1989,8.4,0,8,1,12.5,0.96,0.12,0,0,17.4,0,0,0,0.9,0.9,0.12,-0.9,-0.9,2018-19
530,Nikola Vukčević,me MNE,MF,Levante,26,1991,7.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2018-19
531,Moussa Wagué,sn SEN,DFFW,Barcelona,19,1998,2.5,0,1,1,100,0.4,0.4,0,0,13.3,0,0,0,0.1,0.1,0.12,-0.1,-0.1,2018-19
532,Wakaso,gh GHA,MF,Alavés,28,1990,18.5,1,31,6,19.4,1.67,0.32,0.03,0.17,26.9,1,0,0,1.2,1.2,0.04,-0.2,-0.2,2018-19
533,Daniel Wass,dk DEN,DFMF,Valencia,29,1989,26.2,1,29,3,10.3,1.11,0.11,0.03,0.33,23.6,6,0,0,1.4,1.4,0.05,-0.4,-0.4,2018-19
534,Axel Werner,ar ARG,GK,Huesca,22,1996,6,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2018-19
535,Iñaki Williams,gh GHA,FW,Athletic Club,24,1994,33.6,13,75,33,44,2.23,0.98,0.17,0.39,13.6,0,0,0,13.1,13.1,0.17,-0.1,-0.1,2018-19
536,Maximilian Wöber,at AUT,DF,Sevilla,20,1998,6,0,5,1,20,0.84,0.17,0,0,20.9,0,0,0,0.2,0.2,0.05,-0.2,-0.2,2018-19
537,Yoel,es ESP,GK,Valladolid,29,1988,3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2018-19
538,Okay Yokuşlu,tr TUR,MF,Celta Vigo,24,1994,24.4,2,18,6,33.3,0.74,0.25,0.11,0.33,16.4,0,0,0,1.7,1.7,0.1,0.3,0.3,2018-19
539,Joseba Zaldúa,es ESP,DF,Real Sociedad,26,1992,23.8,1,5,2,40,0.21,0.08,0.2,0.5,24.9,0,0,0,0.1,0.1,0.03,0.9,0.9,2018-19
540,Nabil El Zhar,ma MAR,MFFW,Leganés,31,1986,10.7,4,25,8,32,2.33,0.75,0.12,0.38,22.6,0,1,1,2.9,2.1,0.08,1.1,0.9,2018-19
541,Luca Zidane,fr FRA,GK,Real Madrid,20,1998,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2018-19
542,Igor Zubeldia,es ESP,MF,Real Sociedad,21,1997,28.3,0,15,4,26.7,0.53,0.14,0,0,27.3,0,0,0,0.5,0.5,0.04,-0.5,-0.5,2018-19
543,Martín Zubimendi,es ESP,MF,Real Sociedad,19,1999,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2018-19
544,David Zurutuza,es ESP,MF,Real Sociedad,32,1986,13.6,2,10,2,20,0.74,0.15,0.2,1,17.3,0,0,0,1.6,1.6,0.16,0.4,0.4,2018-19
