Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Season
17,Amath,sn SEN,MF,Getafe,23,1996,0.7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2019-20
18,Miguel Ángel Guerrero,es ESP,FW,Leganés,29,1990,8.8,1,13,4,30.8,1.48,0.46,0.08,0.25,13.5,0,0,1,2.6,1.8,0.14,-1.6,-0.8,2019-20
19,José Ángel,es ESP,DF,Eibar,29,1989,26.2,1,24,7,29.2,0.92,0.27,0.04,0.14,28,8,0,0,0.8,0.8,0.03,0.2,0.2,2019-20
20,Miguel Ángel Moyá,es ESP,GK,Real Sociedad,35,1984,13,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2019-20
21,Antoñito,es ESP,DFMF,Valladolid,31,1987,11.4,0,1,0,0,0.09,0,0,,9.8,0,0,0,0.1,0.1,0.08,-0.1,-0.1,2019-20
22,Vitorino Antunes,pt POR,MF,Getafe,32,1987,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2019-20
23,Anuar,ma MAR,MFFW,Valladolid,24,1995,2.1,0,1,0,0,0.48,0,0,,28,0,0,0,0,0,0.02,0,0,2019-20
24,Mauro Arambarri,uy URU,MF,Getafe,23,1995,34.1,1,47,7,14.9,1.38,0.21,0.02,0.14,25.3,5,0,0,2.1,2.1,0.04,-1.1,-1.1,2019-20
25,Néstor Araujo,mx MEX,DF,Celta Vigo,27,1991,32.1,1,13,3,23.1,0.41,0.09,0.08,0.33,14,0,0,0,1,1,0.08,0,0,2019-20
26,Ronald Araújo,uy URU,DF,Barcelona,20,1999,2.6,0,1,0,0,0.38,0,0,,3.7,0,0,0,0.2,0.2,0.21,-0.2,-0.2,2019-20
27,Anaitz Arbilla,es ESP,DF,Eibar,32,1987,22.3,1,14,2,14.3,0.63,0.09,0.07,0.5,24.9,3,0,0,0.7,0.7,0.05,0.3,0.3,2019-20
28,Alphonse Areola,fr FRA,GK,Real Madrid,26,1993,4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2019-20
29,Santiago Arias,co COL,DF,Atlético Madrid,27,1992,12,0,6,2,33.3,0.5,0.17,0,0,19.9,0,0,0,0.5,0.5,0.09,-0.5,-0.5,2019-20
30,José Arnaiz,es ESP,FWMF,Osasuna,24,1995,8.8,2,21,6,28.6,2.39,0.68,0.1,0.33,16.1,0,0,0,1.4,1.4,0.07,0.6,0.6,2019-20
31,José Arnaiz,es ESP,MF,Leganés,24,1995,3.7,0,10,4,40,2.67,1.07,0,0,19.4,0,0,0,0.7,0.7,0.07,-0.7,-0.7,2019-20
32,Sergio Asenjo,es ESP,GK,Villarreal,30,1989,34,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2019-20
33,Marco Asensio,es ESP,FW,Real Madrid,23,1996,3.7,3,8,5,62.5,2.14,1.34,0.38,0.6,15.7,1,0,0,1.1,1.1,0.14,1.9,1.9,2019-20
34,Iago Aspas,es ESP,FW,Celta Vigo,31,1987,36.2,14,77,32,41.6,2.12,0.88,0.12,0.28,17.5,11,5,7,14.6,9,0.12,-0.6,0,2019-20
35,Roger Assalé,ci CIV,FWMF,Leganés,25,1993,5.9,2,11,6,54.5,1.86,1.02,0.18,0.33,16.2,0,0,0,1.7,1.7,0.15,0.3,0.3,2019-20
36,Miguel Atienza,es ESP,MF,Eibar,20,1999,0.3,0,2,0,0,6,0,0,,12.6,0,0,0,0.1,0.1,0.06,-0.1,-0.1,2019-20
37,Ezequiel Ávila,ar ARG,FW,Osasuna,25,1994,17.7,9,69,28,40.6,3.9,1.58,0.13,0.32,18.5,0,0,0,7.7,7.7,0.12,1.3,1.3,2019-20
38,Javier Avilés,es ESP,MFFW,Leganés,21,1997,2,1,5,2,40,2.45,0.98,0.2,0.5,18,0,0,0,0.6,0.6,0.12,0.4,0.4,2019-20
39,Chidozie Awaziem,ng NGA,DF,Leganés,22,1997,22.2,0,11,0,0,0.5,0,0,,14,0,0,0,0.8,0.8,0.08,-0.8,-0.8,2019-20
40,Ramon Azeez,ng NGA,MF,Granada,26,1992,15.1,2,20,3,15,1.32,0.2,0.1,0.67,21,0,0,0,2.4,2.4,0.12,-0.4,-0.4,2019-20
41,Iddrisu Baba,gh GHA,MF,Mallorca,23,1996,32.3,0,15,2,13.3,0.47,0.06,0,0,22.4,0,0,0,1,1,0.07,-1,-1,2019-20
42,Carlos Bacca,co COL,FW,Villarreal,32,1986,7.6,2,18,6,33.3,2.35,0.78,0.11,0.33,13.5,0,0,0,3.4,3.4,0.19,-1.4,-1.4,2019-20
43,Alex Baena,es ESP,MF,Villarreal,18,2001,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2019-20
44,Gareth Bale,wls WAL,FWMF,Real Madrid,30,1989,12.1,2,34,12,35.3,2.81,0.99,0.06,0.17,17.3,3,0,0,4,4,0.12,-2,-2,2019-20
45,Mikel Balenziaga,es ESP,DF,Athletic Club,31,1988,6.3,0,3,0,0,0.48,0,0,,27.3,0,0,0,0.1,0.1,0.02,-0.1,-0.1,2019-20
46,Éver Banega,ar ARG,MF,Sevilla,31,1988,27.5,3,38,8,21.1,1.38,0.29,0.03,0.13,24.9,4,2,2,3.2,1.6,0.04,-0.2,-0.6,2019-20
47,Federico Barba,it ITA,DF,Valladolid,25,1993,5,0,1,1,100,0.2,0.2,0,0,13.1,0,0,0,0,0,0.05,0,0,2019-20
48,Enis Bardhi,mk MKD,MF,Levante,24,1995,23.5,7,58,19,32.8,2.47,0.81,0.12,0.37,21.4,11,0,0,5.1,5.1,0.09,1.9,1.9,2019-20
49,Kike Barja,es ESP,MFFW,Osasuna,22,1997,3.5,0,6,3,50,1.73,0.86,0,0,18.4,0,0,0,0.7,0.7,0.11,-0.7,-0.7,2019-20
50,Antonio Barragán,es ESP,DF,Betis,32,1987,7.1,0,2,0,0,0.28,0,0,,18.3,0,0,0,0.1,0.1,0.06,-0.1,-0.1,2019-20
51,Ander Barrenetxea,es ESP,FWMF,Real Sociedad,17,2001,4.9,1,15,5,33.3,3.05,1.02,0.07,0.2,17.5,0,0,0,0.9,0.9,0.06,0.1,0.1,2019-20
52,Marc Bartra,es ESP,DFMF,Betis,28,1991,28,3,23,4,17.4,0.82,0.14,0.13,0.75,18.1,0,0,0,2.5,2.5,0.11,0.5,0.5,2019-20
53,Gil Bastião Dias,pt POR,MFDF,Granada,22,1996,4,0,6,2,33.3,1.52,0.51,0,0,16.1,0,0,0,0.3,0.3,0.05,-0.3,-0.3,2019-20
54,Fran Beltrán,es ESP,MF,Celta Vigo,20,1999,20.3,1,14,4,28.6,0.69,0.2,0.07,0.25,20.1,0,0,0,1.5,1.5,0.1,-0.5,-0.5,2019-20
55,Hatem Ben Arfa,fr FRA,MFFW,Valladolid,32,1987,1.8,0,2,0,0,1.13,0,0,,25.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1,2019-20
56,Karim Benzema,fr FRA,FW,Real Madrid,31,1987,34.9,21,119,54,45.4,3.41,1.55,0.13,0.3,15,1,5,5,20.3,16.3,0.14,0.7,-0.3,2019-20
57,Yuri Berchiche,es ESP,DF,Athletic Club,29,1990,31.7,2,35,9,25.7,1.11,0.28,0.06,0.22,23.8,2,0,0,1.5,1.5,0.04,0.5,0.5,2019-20
58,Markel Bergara,es ESP,MF,Getafe,33,1986,0.8,0,1,0,0,1.25,0,0,,9.8,0,0,0,0.1,0.1,0.11,-0.1,-0.1,2019-20
59,Sergio Bermejo,es ESP,MFFW,Celta Vigo,21,1997,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2019-20
60,Pedro Bigas,es ESP,DF,Eibar,28,1990,19.7,3,8,5,62.5,0.41,0.25,0.38,0.6,16.8,0,0,0,1.2,1.2,0.15,1.8,1.8,2019-20
61,Rubén Blanco,es ESP,GK,Celta Vigo,24,1995,32.9,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2019-20
62,Pablo de Blasis,ar ARG,DFMF,Eibar,31,1988,17.8,2,14,4,28.6,0.79,0.22,0.07,0.25,18.2,1,1,1,2.8,2,0.16,-0.8,-1,2019-20
63,Alejandro Blesa,es ESP,MF,Levante,17,2002,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2019-20
64,Yassine Bounou,ma MAR,GK,Sevilla,28,1991,5.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2019-20
65,Filip Bradarić,hr CRO,MF,Celta Vigo,27,1992,7.8,0,4,4,100,0.51,0.51,0,0,25.4,0,0,0,0.3,0.3,0.09,-0.3,-0.3,2019-20
66,Martin Braithwaite,dk DEN,FWMF,Barcelona,28,1991,4.5,1,13,8,61.5,2.87,1.77,0.08,0.13,12.6,0,0,0,2.7,2.7,0.21,-1.7,-1.7,2019-20
67,Martin Braithwaite,dk DEN,FWMF,Leganés,28,1991,21.5,6,41,17,41.5,1.91,0.79,0.15,0.35,14.8,1,0,1,7.1,6.3,0.15,-1.1,-0.3,2019-20
68,Brandon,es ESP,FW,Osasuna,24,1995,4.5,0,8,2,25,1.77,0.44,0,0,13.8,0,0,0,1.3,1.3,0.16,-1.3,-1.3,2019-20
69,Darko Brašanac,rs SRB,MF,Osasuna,27,1992,24.9,0,22,8,36.4,0.88,0.32,0,0,12.7,0,0,0,1.7,1.7,0.08,-1.7,-1.7,2019-20
70,Yan Brice Eteki,cm CMR,MF,Granada,21,1997,16.7,0,7,0,0,0.42,0,0,,19.4,0,0,0,0.4,0.4,0.05,-0.4,-0.4,2019-20
71,Bryan,es ESP,MFFW,Leganés,18,2001,6.2,1,14,4,28.6,2.26,0.65,0.07,0.25,18.3,0,0,0,1,1,0.07,0,0,2019-20
72,Bryan,es ESP,FW,Sevilla,18,2001,0.7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2019-20
73,Ante Budimir,hr CRO,FW,Mallorca,28,1991,30.7,13,54,20,37,1.76,0.65,0.2,0.55,12.5,0,2,2,11.1,9.5,0.18,1.9,1.5,2019-20
74,Esteban Burgos,ar ARG,DF,Eibar,27,1992,12.4,1,3,1,33.3,0.24,0.08,0.33,1,9.3,0,0,0,0.6,0.6,0.2,0.4,0.4,2019-20
75,Burgui,es ESP,MF,Alavés,25,1993,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2019-20
76,Oliver Burke,sct SCO,MFFW,Alavés,22,1997,15.9,1,21,8,38.1,1.32,0.5,0.05,0.13,13.5,0,0,0,2.9,2.9,0.14,-1.9,-1.9,2019-20
77,Sergio Busquets,es ESP,MF,Barcelona,31,1988,27.6,2,10,4,40,0.36,0.14,0.2,0.5,16.4,0,0,0,1.3,1.3,0.13,0.7,0.7,2019-20
78,Unai Bustinza,es ESP,DF,Leganés,27,1992,29.8,0,6,3,50,0.2,0.1,0,0,13.1,0,0,0,0.5,0.5,0.09,-0.5,-0.5,2019-20
79,Erick Cabaco,uy URU,DF,Getafe,24,1995,3,0,1,0,0,0.34,0,0,,6,0,0,0,0.3,0.3,0.26,-0.3,-0.3,2019-20
80,Erick Cabaco,uy URU,DF,Levante,24,1995,9,0,4,0,0,0.44,0,0,,14.6,0,0,0,0.3,0.3,0.09,-0.3,-0.3,2019-20
81,Ariday Cabrera,es ESP,MF,Mallorca,30,1988,0.4,0,1,1,100,2.43,2.43,0,0,17.7,0,0,0,0.1,0.1,0.05,-0.1,-0.1,2019-20
82,Leandro Cabrera,uy URU,DF,Getafe,28,1991,17,2,10,3,30,0.59,0.18,0.2,0.67,12.5,0,0,0,1,1,0.1,1,1,2019-20
83,Leandro Cabrera,uy URU,DF,Espanyol,28,1991,17,0,1,0,0,0.06,0,0,,19.3,0,0,0,0,0,0.03,0,0,2019-20
84,Fernando Calero,es ESP,DF,Espanyol,23,1995,11.6,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2019-20
85,Jonathan Calleri,ar ARG,FW,Espanyol,25,1993,20.1,1,47,13,27.7,2.34,0.65,0.02,0.08,12.1,0,0,0,4.5,4.5,0.1,-3.5,-3.5,2019-20
86,Víctor Camarasa,es ESP,MF,Alavés,25,1994,14.4,0,9,2,22.2,0.63,0.14,0,0,25.9,0,0,0,0.3,0.3,0.03,-0.3,-0.3,2019-20
87,Sergio Camello,es ESP,FW,Atlético Madrid,18,2001,0.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2019-20
88,José Campaña,es ESP,MF,Levante,26,1993,35.1,2,44,8,18.2,1.25,0.23,0.05,0.25,23.4,5,0,0,2.4,2.4,0.05,-0.4,-0.4,2019-20
89,Xisco Campos,es ESP,DF,Mallorca,37,1982,5.3,0,4,0,0,0.76,0,0,,13.2,0,0,0,0.3,0.3,0.06,-0.3,-0.3,2019-20
90,Víctor Campuzano,es ESP,FW,Espanyol,22,1997,9.7,0,16,6,37.5,1.66,0.62,0,0,16.9,0,0,0,1.7,1.7,0.11,-1.7,-1.7,2019-20
91,Sergio Canales,es ESP,MFFW,Betis,28,1991,35.1,6,48,14,29.2,1.37,0.4,0.06,0.21,21.8,5,3,4,7.5,4.3,0.09,-1.5,-1.3,2019-20
92,Ander Capa,es ESP,DF,Athletic Club,27,1992,31.9,3,16,7,43.8,0.5,0.22,0.19,0.43,18.7,0,0,0,1.2,1.2,0.07,1.8,1.8,2019-20
93,Marc Cardona,es ESP,FW,Osasuna,24,1995,7.8,1,12,4,33.3,1.53,0.51,0.08,0.25,14.7,0,0,0,1.8,1.8,0.15,-0.8,-0.8,2019-20
94,Diego Carlos,br BRA,DF,Sevilla,26,1993,34.8,2,21,3,14.3,0.6,0.09,0.1,0.67,16.5,0,0,0,2.3,2.3,0.11,-0.3,-0.3,2019-20
95,Yannick Carrasco,be BEL,MFFW,Atlético Madrid,25,1993,7,1,17,6,35.3,2.42,0.86,0.06,0.17,20.3,1,0,0,1.2,1.2,0.07,-0.2,-0.2,2019-20
96,Daniel Carriço,pt POR,DF,Sevilla,30,1988,9.4,0,6,0,0,0.64,0,0,,14.9,0,0,0,0.6,0.6,0.1,-0.6,-0.6,2019-20
97,Guido Carrillo,ar ARG,FW,Leganés,28,1991,13.5,1,37,13,35.1,2.75,0.96,0.03,0.08,11.3,0,0,0,5.2,5.1,0.15,-4.2,-4.1,2019-20
98,Dani Carvajal,es ESP,DF,Real Madrid,27,1992,30.4,1,20,9,45,0.66,0.3,0.05,0.11,19.5,0,0,0,2.6,2.6,0.13,-1.6,-1.6,2019-20
99,William Carvalho,pt POR,MF,Betis,27,1992,9.9,0,6,2,33.3,0.61,0.2,0,0,21.5,0,0,0,0.6,0.6,0.1,-0.6,-0.6,2019-20
100,Casemiro,br BRA,MF,Real Madrid,27,1992,34.3,4,45,12,26.7,1.31,0.35,0.09,0.33,22.6,4,0,0,4.2,4.2,0.1,-0.2,-0.2,2019-20
101,Santi Cazorla,es ESP,MF,Villarreal,34,1984,27.2,11,41,16,39,1.51,0.59,0.07,0.19,24.6,0,8,8,8.7,2.4,0.06,2.3,0.6,2019-20
102,Sofian Chakla,ma MAR,DF,Villarreal,25,1993,2,0,1,0,0,0.5,0,0,,14.3,0,0,0,0.1,0.1,0.08,-0.1,-0.1,2019-20
103,Charles,br BRA,FW,Eibar,35,1984,14.5,6,23,9,39.1,1.59,0.62,0.22,0.56,15.5,0,1,2,4.6,3,0.13,1.4,2,2019-20
104,Pablo Chavarría,ar ARG,FWMF,Mallorca,31,1988,2.3,0,5,0,0,2.15,0,0,,11.7,0,0,0,0.8,0.8,0.17,-0.8,-0.8,2019-20
105,Pape Cheikh Diop,sn SEN,MF,Celta Vigo,21,1997,6.7,0,2,0,0,0.3,0,0,,18.7,0,0,0,0.1,0.1,0.05,-0.1,-0.1,2019-20
106,Chema,es ESP,DF,Getafe,27,1992,3.4,0,3,0,0,0.87,0,0,,14.1,0,0,0,0.2,0.2,0.07,-0.2,-0.2,2019-20
107,Denis Cheryshev,ru RUS,MFFW,Valencia,28,1990,10.3,1,22,7,31.8,2.14,0.68,0.05,0.14,19.2,0,0,0,3.4,3.4,0.16,-2.4,-2.4,2019-20
108,Samuel Chukwueze,ng NGA,FWMF,Villarreal,20,1999,22.8,3,48,11,22.9,2.11,0.48,0.06,0.27,18.5,0,0,0,3.4,3.4,0.07,-0.4,-0.4,2019-20
109,Churripi,es ESP,GK,Valladolid,25,1994,2.7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2019-20
110,Jasper Cillessen,nl NED,GK,Valencia,30,1989,23.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2019-20
111,Óscar Clemente,es ESP,MF,Atlético Madrid,20,1999,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2019-20
112,Carlos Clerc,es ESP,DF,Levante,27,1992,20.5,0,4,2,50,0.19,0.1,0,0,20.4,0,0,0,0.4,0.4,0.1,-0.4,-0.4,2019-20
113,Coke,es ESP,DF,Levante,32,1987,11,1,9,3,33.3,0.82,0.27,0.11,0.33,12,0,0,0,0.9,0.9,0.1,0.1,0.1,2019-20
114,Álex Collado,es ESP,FW,Barcelona,20,1999,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2019-20
115,Francis Coquelin,fr FRA,MF,Valencia,28,1991,21.2,0,9,1,11.1,0.43,0.05,0,0,19.9,0,0,0,0.4,0.4,0.04,-0.4,-0.4,2019-20
116,Sébastien Corchia,fr FRA,DF,Espanyol,28,1990,3,0,3,1,33.3,1,0.33,0,0,22.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1,2019-20
117,Iñigo Córdoba,es ESP,FW,Athletic Club,22,1997,16,1,28,7,25,1.75,0.44,0.04,0.14,19.6,0,0,0,1.8,1.8,0.06,-0.8,-0.8,2019-20
118,Ángel Correa,ar ARG,MFFW,Atlético Madrid,24,1995,22.9,5,43,16,37.2,1.88,0.7,0.12,0.31,15.7,1,0,0,6.4,6.4,0.15,-1.4,-1.4,2019-20
119,Rober Correa,es ESP,DF,Eibar,26,1992,10.3,0,5,1,20,0.48,0.1,0,0,21,0,0,0,0.2,0.2,0.04,-0.2,-0.2,2019-20
120,Thierry Correia,pt POR,DF,Valencia,20,1999,2.9,0,1,0,0,0.35,0,0,,26.1,0,0,0,0,0,0.02,0,0,2019-20
121,Antonio Cortés,es ESP,FWMF,Granada,19,2000,2,1,3,2,66.7,1.49,0.99,0.33,0.5,10.5,0,0,0,0.9,0.9,0.31,0.1,0.1,2019-20
122,Diego Costa,es ESP,FW,Atlético Madrid,30,1988,15,5,32,7,21.9,2.13,0.47,0.09,0.43,12.2,0,2,3,6.7,4.3,0.13,-1.7,-1.3,2019-20
123,Jaume Costa,es ESP,DF,Valencia,31,1988,15.4,0,3,2,66.7,0.19,0.13,0,0,22.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1,2019-20
124,David Costas,es ESP,DF,Celta Vigo,24,1995,3.8,0,1,0,0,0.27,0,0,,5.7,0,0,0,0.1,0.1,0.08,-0.1,-0.1,2019-20
125,Thibaut Courtois,be BEL,GK,Real Madrid,27,1992,34,0,1,1,100,0.03,0.03,0,0,11.3,0,0,0,0.1,0.1,0.06,-0.1,-0.1,2019-20
126,Sebastián Cristóforo,uy URU,MF,Eibar,25,1993,9.7,0,7,3,42.9,0.72,0.31,0,0,26.1,2,0,0,0.3,0.3,0.04,-0.3,-0.3,2019-20
127,Cucho,co COL,FWMF,Mallorca,20,1999,16.5,5,45,15,33.3,2.72,0.91,0.11,0.33,16.6,0,0,0,3.8,3.8,0.09,1.2,1.2,2019-20
128,Marc Cucurella,es ESP,MFDF,Getafe,21,1998,36,1,30,6,20,0.83,0.17,0.03,0.17,20.3,2,0,0,2.2,2.2,0.07,-1.2,-1.2,2019-20
129,Iván Cuéllar,es ESP,GK,Leganés,35,1984,27,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2019-20
130,Moanes Dabbur,il ISR,FW,Sevilla,27,1992,0.3,0,2,0,0,6.92,0,0,,10.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1,2019-20
131,Sergi Darder,es ESP,MF,Espanyol,25,1993,29.5,2,52,9,17.3,1.76,0.3,0.04,0.22,24.2,0,0,0,3.4,3.4,0.07,-1.4,-1.4,2019-20
132,Ousmane Dembélé,fr FRA,FW,Barcelona,22,1997,4,1,5,2,40,1.26,0.5,0.2,0.5,15.7,0,0,0,1.3,1.3,0.27,-0.3,-0.3,2019-20
133,Deyverson,br BRA,FW,Getafe,28,1991,2.3,0,5,1,20,2.21,0.44,0,0,23.2,1,0,0,0.6,0.6,0.11,-0.6,-0.6,2019-20
134,Mouctar Diakhaby,gn GUI,DF,Valencia,22,1996,16,0,1,1,100,0.06,0.06,0,0,10.8,0,0,0,0.1,0.1,0.07,-0.1,-0.1,2019-20
135,Brahim Díaz,es ESP,FW,Real Madrid,19,1999,0.7,0,3,2,66.7,4.15,2.77,0,0,17.3,0,0,0,0.2,0.2,0.08,-0.2,-0.2,2019-20
136,Víctor Díaz,es ESP,DF,Granada,31,1988,32,1,16,1,6.3,0.5,0.03,0.06,1,23.8,0,0,0,0.9,0.9,0.06,0.1,0.1,2019-20
137,Papakouli Diop,sn SEN,MF,Eibar,33,1986,25,1,27,6,22.2,1.08,0.24,0.04,0.17,22.8,0,0,0,1.2,1.2,0.05,-0.2,-0.2,2019-20
138,Djené,tg TOG,DF,Getafe,27,1991,34,0,5,1,20,0.15,0.03,0,0,12.3,0,0,0,0.3,0.3,0.06,-0.3,-0.3,2019-20
139,Naïs Djouahra,fr FRA,FW,Real Sociedad,19,1999,0.3,0,1,0,0,3.1,0,0,,14.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1,2019-20
140,Marko Dmitrović,rs SRB,GK,Eibar,27,1992,35,0,1,1,100,0.03,0.03,0,0,6.4,0,0,0,0.5,0.5,0.47,-0.5,-0.5,2019-20
141,Jaume Doménech,es ESP,GK,Valencia,28,1990,14.7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2019-20
142,Domingos Duarte,pt POR,DF,Granada,24,1995,34.3,3,13,5,38.5,0.38,0.15,0.23,0.6,9.7,0,0,0,1.6,1.6,0.12,1.4,1.4,2019-20
143,Óscar Duarte,cr CRC,DF,Levante,30,1989,5.4,0,4,1,25,0.74,0.19,0,0,7.9,0,0,0,0.6,0.6,0.17,-0.6,-0.6,2019-20
144,Rubén Duarte,es ESP,DF,Alavés,23,1995,29.6,0,19,8,42.1,0.64,0.27,0,0,18.3,0,0,0,1.1,1.1,0.06,-1.1,-1.1,2019-20
145,Hugo Duro,es ESP,FWMF,Getafe,19,1999,4.2,1,6,3,50,1.43,0.71,0.17,0.33,10.3,0,0,0,0.5,0.5,0.08,0.5,0.5,2019-20
146,Aritz Elustondo,es ESP,DF,Real Sociedad,25,1994,16.8,0,9,1,11.1,0.54,0.06,0,0,10.4,0,0,0,0.8,0.8,0.08,-0.8,-0.8,2019-20
147,Rodrigo Ely,br BRA,DF,Alavés,25,1993,23.6,2,6,2,33.3,0.25,0.08,0.33,1,9.2,0,0,0,1,1,0.17,1,1,2019-20
148,Adri Embarba,es ESP,MFFW,Espanyol,27,1992,15.2,2,38,14,36.8,2.49,0.92,0.03,0.07,25.6,12,1,1,3.2,2.4,0.06,-1.2,-1.4,2019-20
149,Emerson,br BRA,DF,Betis,20,1999,31.5,3,26,4,15.4,0.82,0.13,0.12,0.75,15,0,0,0,1.8,1.8,0.07,1.2,1.2,2019-20
150,Youssef En-Nesyri,ma MAR,FW,Leganés,22,1997,15.4,4,40,17,42.5,2.6,1.1,0.1,0.24,15,0,0,0,5,5,0.13,-1,-1,2019-20
151,Youssef En-Nesyri,ma MAR,FW,Sevilla,22,1997,8.8,4,21,8,38.1,2.37,0.9,0.19,0.5,11.6,0,0,0,3.6,3.6,0.17,0.4,0.4,2019-20
152,Sergi Enrich,es ESP,FW,Eibar,29,1990,20.7,1,28,6,21.4,1.35,0.29,0.04,0.17,11.1,0,0,0,3,3,0.11,-2,-2,2019-20
153,Javier Eraso,es ESP,MF,Leganés,29,1990,9.1,0,9,3,33.3,0.99,0.33,0,0,18.2,1,0,0,0.5,0.5,0.06,-0.5,-0.5,2019-20
154,Gonzalo Escalante,ar ARG,MF,Eibar,26,1993,18.6,0,21,5,23.8,1.13,0.27,0,0,15.4,0,0,0,1.7,1.7,0.08,-1.7,-1.7,2019-20
155,Aarón Escandell,es ESP,GK,Granada,23,1995,3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2019-20
156,Sergio Escudero,es ESP,DF,Sevilla,29,1989,8.6,1,8,6,75,0.93,0.7,0.13,0.17,20.3,0,0,0,0.3,0.3,0.04,0.7,0.7,2019-20
